"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"tree","1","leaves","bottom","415","o","132","test","top"
"nose","1","sound","top","520","x","132","filler","filler"
"bicycle","1","seat","top","498","x","132","test","top"
"mushroom","1","stalk","top","530","x","132","test","bottom"
"wood","1","stove","top","417","x","132","filler","filler"
"broom","1","bristles","bottom","378","o","132","test","bottom"
"flower","1","petal","bottom","498","o","132","test","top"
"coffee","1","stain","bottom","387","o","132","filler","filler"
"water","1","bird","top","335","x","132","filler","filler"
"mountain","1","base","top","512","x","132","test","bottom"
"desk","1","lamp","top","480","x","132","test","top"
"hotel","1","lobby","top","369","x","132","test","bottom"
"table","1","cloth","bottom","299","o","132","test","top"
"family","1","cow","top","592","o","132","filler","filler"
"ocean","1","floor","top","474","x","132","test","bottom"
"bird","1","eye","top","522","x","132","test","top"
"moth","1","shape","top","556","x","132","filler","filler"
"olive","1","season","top","625","o","132","filler","filler"
"summer","1","clothes","bottom","479","x","132","filler","filler"
"plastic","1","report","top","304","o","132","filler","filler"
"coconut","1","milk","bottom","946","o","132","test","bottom"
"cactus","1","bee","top","423","x","132","filler","filler"
"bedroom","1","carpet","bottom","356","o","132","test","bottom"
"street","1","corner","top","456","x","132","test","bottom"
"horse","1","mane","bottom","489","o","132","test","top"
"chocolate","1","powder","bottom","483","o","132","filler","filler"
"ocean","1","surface","bottom","442","o","132","test","top"
"church","1","steeple","top","465","x","132","test","top"
"house","1","cellar","top","610","x","132","test","bottom"
"coal","1","town","top","464","x","132","filler","filler"
"clock","1","tower","top","432","x","132","test","top"
"urban","1","tower","bottom","501","x","132","filler","filler"
"house","1","attic","bottom","500","o","132","test","top"
"cable","1","brake","top","533","x","132","filler","filler"
"tax","1","pressure","top","693","o","132","filler","filler"
"corn","1","seed","bottom","637","o","132","test","bottom"
"steam","1","turbine","bottom","608","x","132","filler","filler"
"elephant","1","ear","top","653","x","132","test","top"
"air","1","current","bottom","548","x","132","filler","filler"
"milk","1","virus","top","620","x","132","filler","filler"
"oil","1","treatment","top","620","o","132","filler","filler"
"mushroom","1","cap","bottom","590","o","132","test","top"
"air","1","power","top","624","o","132","filler","filler"
"flower","1","stem","top","740","x","132","test","bottom"
"bicycle","1","tire","bottom","484","o","132","test","bottom"
"plastic","1","shortage","bottom","531","x","132","filler","filler"
"steam","1","lock","top","534","o","132","filler","filler"
"mountain","1","peak","bottom","613","o","132","test","top"
"chocolate","1","shavings","top","529","x","132","filler","filler"
"bedroom","1","curtains","top","574","x","132","test","top"
"church","1","pew","bottom","525","o","132","test","bottom"
"college","1","property","bottom","572","x","132","filler","filler"
"water","1","algae","bottom","483","o","132","filler","filler"
"shoe","1","soles","top","484","x","132","test","bottom"
"job","0","language","top","589","o","132","filler","filler"
