"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"bird","1","talon","bottom","390","o","128","test","bottom"
"desk","1","lamp","top","454","x","128","test","top"
"bird","1","eye","top","733","x","128","test","top"
"college","1","lake","top","495","o","128","filler","filler"
"water","1","algae","bottom","592","o","128","filler","filler"
"church","1","steeple","top","398","x","128","test","top"
"steam","1","turbine","bottom","813","x","128","filler","filler"
"tree","1","leaves","bottom","432","o","128","test","top"
"bicycle","1","seat","top","450","x","128","test","top"
"cowboy","1","hat","top","351","x","128","test","top"
"tax","1","wealth","bottom","689","x","128","filler","filler"
"cactus","1","bee","top","387","x","128","filler","filler"
"coal","1","town","top","353","x","128","filler","filler"
"oil","1","moisturizer","bottom","447","x","128","filler","filler"
"olive","1","fertilizer","bottom","368","x","128","filler","filler"
"cable","1","pulley","bottom","478","o","128","filler","filler"
"desk","1","drawer","bottom","368","o","128","test","bottom"
"cactus","1","chipmunk","bottom","307","o","128","filler","filler"
"plastic","1","shortage","bottom","383","x","128","filler","filler"
"trouser","1","buckle","bottom","418","o","128","test","top"
"urban","1","riot","top","798","o","128","filler","filler"
"street","1","light","bottom","425","o","128","test","top"
"coffee","1","stain","bottom","318","o","128","filler","filler"
"ocean","1","surface","bottom","363","o","128","test","top"
"floor","1","rug","top","480","x","128","test","bottom"
"corn","1","stalk","top","405","x","128","test","top"
"air","1","power","top","350","o","128","filler","filler"
"car","1","wheels","bottom","462","o","128","test","bottom"
"rain","1","cloud","bottom","280","o","128","test","top"
"broom","1","handle","top","578","x","128","test","top"
"shoe","1","laces","bottom","418","o","128","test","top"
"hotel","1","lobby","top","427","x","128","test","bottom"
"hotel","1","roof","bottom","402","o","128","test","top"
"winter","1","book","top","467","o","128","filler","filler"
"bedroom","1","carpet","bottom","472","o","128","test","bottom"
"bear","1","snout","top","591","x","128","test","top"
"student","1","vote","top","363","x","128","filler","filler"
"college","1","property","bottom","475","x","128","filler","filler"
"pine","1","bark","bottom","518","o","128","filler","filler"
"coconut","1","milk","bottom","357","o","128","test","bottom"
"chocolate","1","powder","bottom","378","o","128","filler","filler"
"cane","1","juice","bottom","431","x","128","filler","filler"
"moth","1","shape","top","659","x","128","filler","filler"
"church","1","pew","bottom","533","o","128","test","bottom"
"plastic","1","report","top","462","o","128","filler","filler"
"floor","1","lamp","bottom","413","o","128","test","top"
"oil","1","treatment","top","346","o","128","filler","filler"
"mushroom","1","stalk","top","575","x","128","test","bottom"
"family","1","garden","bottom","543","x","128","filler","filler"
"house","1","cellar","top","403","x","128","test","bottom"
"coconut","1","tree","top","411","x","128","test","top"
"honey","1","muffin","bottom","456","o","128","filler","filler"
"tax","1","pressure","top","384","o","128","filler","filler"
"steam","1","lock","top","357","o","128","filler","filler"
"dog","1","paw","bottom","635","o","128","test","bottom"
"horse","1","hooves","top","445","x","128","test","bottom"
"milk","1","virus","top","359","x","128","filler","filler"
"student","1","accusation","bottom","455","o","128","filler","filler"
"coal","1","country","bottom","320","o","128","filler","filler"
"broom","1","bristles","bottom","370","o","128","test","bottom"
"fruit","1","food","top","333","x","128","filler","filler"
"grain","1","law","top","429","o","128","filler","filler"
"table","1","leg","top","434","x","128","test","bottom"
"bedroom","1","curtains","top","320","x","128","test","top"
"wood","1","freshner","bottom","612","o","128","filler","filler"
"coffee","1","tension","top","511","x","128","filler","filler"
