"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"cable","0","pulley","bottom","345","o","124","filler","filler"
"bear","1","snout","top","616","x","124","test","top"
"cable","1","brake","top","526","x","124","filler","filler"
"bear","1","claw","bottom","450","o","124","test","bottom"
"bird","1","talon","bottom","442","o","124","test","bottom"
"mountain","1","base","top","488","x","124","test","bottom"
"elephant","1","ear","top","519","x","124","test","top"
"house","1","cellar","top","437","x","124","test","bottom"
"dog","1","paw","bottom","361","o","124","test","bottom"
"summer","1","money","top","5","o","124","filler","filler"
"honey","1","soup","top","530","x","124","filler","filler"
"hotel","1","lobby","top","543","x","124","test","bottom"
"horse","1","mane","bottom","496","o","124","test","top"
"mushroom","1","cap","bottom","517","o","124","test","top"
"summer","1","clothes","bottom","483","x","124","filler","filler"
"birth","1","cramp","bottom","466","x","124","filler","filler"
"street","0","light","bottom","558","o","124","test","top"
"fruit","0","slice","bottom","365","o","124","filler","filler"
"grain","1","controversy","bottom","625","x","124","filler","filler"
"tree","1","leaves","bottom","539","o","124","test","top"
"olive","1","season","top","421","o","124","filler","filler"
"hotel","1","roof","bottom","451","o","124","test","top"
"steam","1","turbine","bottom","461","x","124","filler","filler"
"rain","0","puddle","top","389","x","124","test","bottom"
"mountain","1","peak","bottom","554","o","124","test","top"
"coconut","1","tree","top","525","x","124","test","top"
"coconut","1","milk","bottom","575","o","124","test","bottom"
"corn","1","seed","bottom","482","o","124","test","bottom"
"plastic","1","report","top","558","o","124","filler","filler"
"chocolate","1","shavings","top","516","x","124","filler","filler"
"sugar","0","alcohol","top","518","x","124","filler","filler"
"milk","1","bacterium","bottom","534","o","124","filler","filler"
"flower","1","stem","top","405","x","124","test","bottom"
"bottle","1","cap","top","451","x","124","test","top"
"shoe","0","soles","top","666","x","124","test","bottom"
"desk","1","lamp","top","693","x","124","test","top"
"college","1","lake","top","528","o","124","filler","filler"
"corn","1","stalk","top","526","x","124","test","top"
"wood","1","freshner","bottom","676","o","124","filler","filler"
"trouser","1","hem","top","448","x","124","test","bottom"
"bicycle","1","tire","bottom","625","o","124","test","bottom"
"bird","1","eye","top","294","x","124","test","top"
"job","1","competition","bottom","414","x","124","filler","filler"
"coffee","1","stain","bottom","481","o","124","filler","filler"
"wood","1","stove","top","364","x","124","filler","filler"
"moth","1","wing","bottom","402","o","124","filler","filler"
"grain","0","law","top","334","o","124","filler","filler"
"clock","1","tower","top","420","x","124","test","top"
"street","1","corner","top","490","x","124","test","bottom"
"oil","1","treatment","top","532","o","124","filler","filler"
"car","1","wheels","bottom","451","o","124","test","bottom"
"winter","1","show","bottom","656","x","124","filler","filler"
"table","1","cloth","bottom","544","o","124","test","top"
"family","1","garden","bottom","690","x","124","filler","filler"
"moth","1","shape","top","500","x","124","filler","filler"
"broom","1","bristles","bottom","451","o","124","test","bottom"
"ocean","1","surface","bottom","478","o","124","test","top"
"student","1","accusation","bottom","434","o","124","filler","filler"
"cowboy","1","boot","bottom","388","o","124","test","bottom"
"bottle","1","coaster","bottom","448","o","124","test","bottom"
"dog","1","collar","top","437","x","124","test","top"
"steam","1","lock","top","512","o","124","filler","filler"
"water","1","algae","bottom","560","o","124","filler","filler"
"mushroom","1","stalk","top","661","x","124","test","bottom"
"flower","1","petal","bottom","525","o","124","test","top"
