"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"flower","1","petal","bottom","495","o","122","test","top"
"cane","1","sugar","top","420","o","122","filler","filler"
"plastic","1","report","top","303","o","122","filler","filler"
"shoe","1","soles","top","514","x","122","test","bottom"
"floor","1","rug","top","451","x","122","test","bottom"
"job","1","competition","bottom","385","x","122","filler","filler"
"chocolate","1","powder","bottom","482","o","122","filler","filler"
"coal","1","town","top","613","x","122","filler","filler"
"moth","1","wing","bottom","573","o","122","filler","filler"
"fruit","1","food","top","581","x","122","filler","filler"
"tree","1","roots","top","495","x","122","test","bottom"
"corn","1","stalk","top","466","x","122","test","top"
"car","1","wheels","bottom","582","o","122","test","bottom"
"clock","1","radio","bottom","577","o","122","test","bottom"
"nose","1","sound","top","622","x","122","filler","filler"
