"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"urban","0","tower","bottom","447","x","127","filler","filler"
"summer","1","money","top","504","o","127","filler","filler"
"coconut","1","tree","top","563","x","127","test","top"
"corn","1","seed","bottom","434","o","127","test","bottom"
"summer","1","clothes","bottom","561","x","127","filler","filler"
"plastic","1","shortage","bottom","401","x","127","filler","filler"
"cable","1","brake","top","469","x","127","filler","filler"
"ocean","1","surface","bottom","633","o","127","test","top"
"air","1","current","bottom","498","x","127","filler","filler"
"desk","1","lamp","top","468","x","127","test","top"
"dog","1","paw","bottom","389","o","127","test","bottom"
"honey","1","soup","top","472","x","127","filler","filler"
"bedroom","1","carpet","bottom","435","o","127","test","bottom"
"mountain","1","peak","bottom","334","o","127","test","top"
"moth","1","wing","bottom","431","o","127","filler","filler"
"milk","1","bacterium","bottom","339","o","127","filler","filler"
"table","1","leg","top","526","x","127","test","bottom"
"trouser","1","hem","top","313","x","127","test","bottom"
"chocolate","1","powder","bottom","472","o","127","filler","filler"
"floor","1","rug","top","505","x","127","test","bottom"
"oil","1","treatment","top","530","o","127","filler","filler"
"table","1","cloth","bottom","497","o","127","test","top"
"sugar","1","extract","bottom","403","o","127","filler","filler"
"bedroom","1","curtains","top","430","x","127","test","top"
"corn","1","stalk","top","451","x","127","test","top"
"elephant","1","foot","bottom","548","o","127","test","bottom"
"bird","1","talon","bottom","338","o","127","test","bottom"
"cane","1","sugar","top","418","o","127","filler","filler"
"bear","1","claw","bottom","413","o","127","test","bottom"
"pine","1","oil","top","517","x","127","filler","filler"
"honey","1","muffin","bottom","587","o","127","filler","filler"
"cowboy","1","hat","top","473","x","127","test","top"
"steam","1","turbine","bottom","476","x","127","filler","filler"
"bottle","1","cap","top","322","x","127","test","top"
"house","1","cellar","top","466","x","127","test","bottom"
"coffee","1","tension","top","580","x","127","filler","filler"
"olive","1","fertilizer","bottom","582","x","127","filler","filler"
"oil","1","moisturizer","bottom","383","x","127","filler","filler"
"nose","1","itch","bottom","533","o","127","filler","filler"
"birth","1","rash","top","438","o","127","filler","filler"
"student","1","accusation","bottom","478","o","127","filler","filler"
"church","1","steeple","top","480","x","127","test","top"
"desk","1","drawer","bottom","451","o","127","test","bottom"
"coal","1","country","bottom","498","o","127","filler","filler"
"chocolate","1","shavings","top","397","x","127","filler","filler"
"olive","0","season","top","494","o","127","filler","filler"
"tree","1","roots","top","741","x","127","test","bottom"
