"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"bottle","1","cap","top","570","x","112","test","top"
"floor","1","lamp","bottom","394","o","112","test","top"
"water","1","algae","bottom","848","o","112","filler","filler"
"floor","1","rug","top","591","x","112","test","bottom"
"moth","1","shape","top","462","x","112","filler","filler"
"coffee","1","tension","top","510","x","112","filler","filler"
"oil","1","moisturizer","bottom","562","x","112","filler","filler"
"bedroom","1","curtains","top","542","x","112","test","top"
"coal","1","country","bottom","539","o","112","filler","filler"
"nose","1","sound","top","538","x","112","filler","filler"
"trouser","1","buckle","bottom","450","o","112","test","top"
"elephant","1","ear","top","525","x","112","test","top"
"oil","1","treatment","top","557","o","112","filler","filler"
"air","1","power","top","405","o","112","filler","filler"
