"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"college","1","lake","top","739","o","120","filler","filler"
"student","1","vote","top","430","x","120","filler","filler"
"job","0","competition","bottom","451","x","120","filler","filler"
"bottle","1","coaster","bottom","474","o","120","test","bottom"
"chocolate","1","shavings","top","442","x","120","filler","filler"
"oil","1","treatment","top","537","o","120","filler","filler"
"coconut","1","milk","bottom","504","o","120","test","bottom"
"street","1","corner","top","398","x","120","test","bottom"
"pine","1","oil","top","440","x","120","filler","filler"
"elephant","1","foot","bottom","443","o","120","test","bottom"
"rain","1","puddle","top","433","x","120","test","bottom"
"bicycle","1","seat","top","444","x","120","test","top"
"bear","1","snout","top","466","x","120","test","top"
"desk","1","drawer","bottom","449","o","120","test","bottom"
"trouser","1","buckle","bottom","379","o","120","test","top"
"table","1","leg","top","611","x","120","test","bottom"
"birth","1","cramp","bottom","577","x","120","filler","filler"
"ocean","1","floor","top","563","x","120","test","bottom"
"cane","1","juice","bottom","676","x","120","filler","filler"
"winter","1","book","top","580","o","120","filler","filler"
"house","1","attic","bottom","351","o","120","test","top"
"fruit","1","slice","bottom","352","o","120","filler","filler"
"tax","1","pressure","top","461","o","120","filler","filler"
"broom","1","bristles","bottom","545","o","120","test","bottom"
"birth","1","rash","top","417","o","120","filler","filler"
"wood","1","stove","top","486","x","120","filler","filler"
"mushroom","1","stalk","top","496","x","120","test","bottom"
"water","1","bird","top","462","x","120","filler","filler"
"mountain","1","base","top","473","x","120","test","bottom"
"mountain","1","peak","bottom","465","o","120","test","top"
"olive","1","season","top","532","o","120","filler","filler"
"hotel","1","lobby","top","459","x","120","test","bottom"
"hotel","1","roof","bottom","460","o","120","test","top"
"trouser","1","hem","top","479","x","120","test","bottom"
"church","1","steeple","top","400","x","120","test","top"
"milk","1","bacterium","bottom","445","o","120","filler","filler"
"steam","1","lock","top","593","o","120","filler","filler"
"clock","1","tower","top","471","x","120","test","top"
"coffee","1","stain","bottom","527","o","120","filler","filler"
"cane","1","sugar","top","511","o","120","filler","filler"
"bear","1","claw","bottom","447","o","120","test","bottom"
"air","1","power","top","512","o","120","filler","filler"
"street","1","light","bottom","595","o","120","test","top"
"shower","1","drain","top","429","x","120","test","bottom"
