"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"elephant","0","foot","bottom","347","o","123","test","bottom"
"dog","1","paw","bottom","402","o","123","test","bottom"
"house","1","cellar","top","433","x","123","test","bottom"
"clock","1","tower","top","511","x","123","test","top"
"trouser","1","hem","top","549","x","123","test","bottom"
"bicycle","1","tire","bottom","400","o","123","test","bottom"
"hotel","1","lobby","top","623","x","123","test","bottom"
"nose","1","itch","bottom","466","o","123","filler","filler"
"summer","1","clothes","bottom","364","x","123","filler","filler"
"pine","1","oil","top","604","x","123","filler","filler"
"cable","1","brake","top","588","x","123","filler","filler"
"job","1","competition","bottom","483","x","123","filler","filler"
"desk","1","drawer","bottom","614","o","123","test","bottom"
"bedroom","1","carpet","bottom","506","o","123","test","bottom"
"family","1","garden","bottom","450","x","123","filler","filler"
"tax","1","pressure","top","582","o","123","filler","filler"
"mushroom","1","stalk","top","433","x","123","test","bottom"
"birth","1","cramp","bottom","502","x","123","filler","filler"
"sugar","1","alcohol","top","538","x","123","filler","filler"
"cowboy","1","hat","top","436","x","123","test","top"
"church","1","pew","bottom","399","o","123","test","bottom"
"college","1","property","bottom","439","x","123","filler","filler"
"street","1","corner","top","446","x","123","test","bottom"
"hotel","1","roof","bottom","561","o","123","test","top"
