"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"student","1","accusation","bottom","430","o","117","filler","filler"
"chocolate","1","powder","bottom","418","o","117","filler","filler"
"cactus","1","bee","top","468","x","117","filler","filler"
"floor","1","rug","top","478","x","117","test","bottom"
"bear","1","claw","bottom","379","o","117","test","bottom"
"olive","1","fertilizer","bottom","514","x","117","filler","filler"
"nose","1","sound","top","406","x","117","filler","filler"
"bird","1","talon","bottom","457","o","117","test","bottom"
"air","1","current","bottom","355","x","117","filler","filler"
"grain","1","controversy","bottom","400","x","117","filler","filler"
"steam","1","lock","top","398","o","117","filler","filler"
"coal","1","country","bottom","495","o","117","filler","filler"
"flower","1","stem","top","444","x","117","test","bottom"
"milk","1","bacterium","bottom","460","o","117","filler","filler"
"air","1","power","top","455","o","117","filler","filler"
"ocean","1","floor","top","521","x","117","test","bottom"
"bicycle","1","tire","bottom","494","o","117","test","bottom"
"table","1","leg","top","422","x","117","test","bottom"
"college","1","property","bottom","499","x","117","filler","filler"
"tax","1","pressure","top","355","o","117","filler","filler"
"rain","1","cloud","bottom","497","o","117","test","top"
"water","1","algae","bottom","483","o","117","filler","filler"
"street","1","light","bottom","411","o","117","test","top"
"shoe","1","laces","bottom","469","o","117","test","top"
"moth","1","wing","bottom","408","o","117","filler","filler"
"job","1","language","top","445","o","117","filler","filler"
"pine","1","oil","top","495","x","117","filler","filler"
"street","1","corner","top","494","x","117","test","bottom"
"broom","1","bristles","bottom","530","o","117","test","bottom"
"mushroom","1","cap","bottom","481","o","117","test","top"
"clock","1","tower","top","625","x","117","test","top"
"chocolate","1","shavings","top","493","x","117","filler","filler"
"wood","1","stove","top","604","x","117","filler","filler"
"bedroom","1","carpet","bottom","466","o","117","test","bottom"
"plastic","1","report","top","442","o","117","filler","filler"
"hotel","1","roof","bottom","537","o","117","test","top"
"pine","1","bark","bottom","541","o","117","filler","filler"
"dog","1","collar","top","571","x","117","test","top"
"plastic","1","shortage","bottom","497","x","117","filler","filler"
"bedroom","1","curtains","top","550","x","117","test","top"
"grain","1","law","top","461","o","117","filler","filler"
"church","1","pew","bottom","501","o","117","test","bottom"
"clock","1","radio","bottom","514","o","117","test","bottom"
"desk","1","lamp","top","517","x","117","test","top"
"rain","1","puddle","top","659","x","117","test","bottom"
"flower","1","petal","bottom","464","o","117","test","top"
"corn","1","stalk","top","448","x","117","test","top"
"sugar","1","extract","bottom","515","o","117","filler","filler"
"car","1","wheels","bottom","467","o","117","test","bottom"
"job","1","competition","bottom","559","x","117","filler","filler"
"cowboy","1","hat","top","516","x","117","test","top"
"horse","1","mane","bottom","530","o","117","test","top"
"bottle","1","cap","top","364","x","117","test","top"
"tree","1","roots","top","418","x","117","test","bottom"
"cable","1","brake","top","400","x","117","filler","filler"
