"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"desk","1","lamp","top","551","x","125","test","top"
"elephant","1","foot","bottom","574","o","125","test","bottom"
"bedroom","1","curtains","top","561","x","125","test","top"
"bird","1","talon","bottom","504","o","125","test","bottom"
"milk","1","bacterium","bottom","506","o","125","filler","filler"
"corn","1","seed","bottom","499","o","125","test","bottom"
"tax","1","wealth","bottom","512","x","125","filler","filler"
"hotel","1","lobby","top","481","x","125","test","bottom"
"cowboy","1","boot","bottom","482","o","125","test","bottom"
"steam","1","turbine","bottom","477","x","125","filler","filler"
"nose","1","itch","bottom","671","o","125","filler","filler"
"trouser","1","buckle","bottom","526","o","125","test","top"
"tax","1","pressure","top","990","o","125","filler","filler"
"house","1","attic","bottom","461","o","125","test","top"
"birth","1","cramp","bottom","545","x","125","filler","filler"
"fruit","1","slice","bottom","596","o","125","filler","filler"
"dog","1","collar","top","483","x","125","test","top"
"bedroom","1","carpet","bottom","498","o","125","test","bottom"
"church","0","pew","bottom","572","o","125","test","bottom"
"floor","0","lamp","bottom","562","o","125","test","top"
"car","1","windows","top","610","x","125","test","top"
"bottle","1","cap","top","491","x","125","test","top"
"pine","1","bark","bottom","574","o","125","filler","filler"
"mountain","1","base","top","498","x","125","test","bottom"
"hotel","1","roof","bottom","537","o","125","test","top"
"dog","1","paw","bottom","545","o","125","test","bottom"
"shoe","1","soles","top","541","x","125","test","bottom"
"oil","1","moisturizer","bottom","734","x","125","filler","filler"
"urban","1","riot","top","783","o","125","filler","filler"
"air","1","power","top","451","o","125","filler","filler"
"cane","1","sugar","top","532","o","125","filler","filler"
"job","1","language","top","448","o","125","filler","filler"
"college","1","lake","top","573","o","125","filler","filler"
"shower","1","spout","bottom","607","o","125","test","top"
"flower","1","petal","bottom","462","o","125","test","top"
"wood","1","freshner","bottom","682","o","125","filler","filler"
"summer","1","money","top","497","o","125","filler","filler"
"chocolate","1","powder","bottom","484","o","125","filler","filler"
"water","1","bird","top","661","x","125","filler","filler"
"urban","1","tower","bottom","783","x","125","filler","filler"
"tree","1","leaves","bottom","583","o","125","test","top"
"fruit","1","food","top","1073","x","125","filler","filler"
"cowboy","1","hat","top","614","x","125","test","top"
"air","1","current","bottom","973","x","125","filler","filler"
"ocean","1","surface","bottom","572","o","125","test","top"
"grain","1","law","top","526","o","125","filler","filler"
"cactus","1","chipmunk","bottom","544","o","125","filler","filler"
"shower","1","drain","top","704","x","125","test","bottom"
"coffee","1","tension","top","588","x","125","filler","filler"
"birth","1","rash","top","452","o","125","filler","filler"
"summer","1","clothes","bottom","703","x","125","filler","filler"
"job","1","competition","bottom","863","x","125","filler","filler"
"cactus","1","bee","top","638","x","125","filler","filler"
"trouser","1","hem","top","573","x","125","test","bottom"
"clock","1","tower","top","516","x","125","test","top"
"honey","1","muffin","bottom","516","o","125","filler","filler"
"shoe","1","laces","bottom","626","o","125","test","top"
"floor","1","rug","top","679","x","125","test","bottom"
"coffee","1","stain","bottom","569","o","125","filler","filler"
"wood","0","stove","top","479","x","125","filler","filler"
"coal","1","town","top","592","x","125","filler","filler"
"family","1","garden","bottom","573","x","125","filler","filler"
"table","1","cloth","bottom","790","o","125","test","top"
"bird","1","eye","top","517","x","125","test","top"
"honey","1","soup","top","701","x","125","filler","filler"
"cable","1","pulley","bottom","525","o","125","filler","filler"
"coconut","1","milk","bottom","606","o","125","test","bottom"
"mountain","1","peak","bottom","542","o","125","test","top"
"bottle","1","coaster","bottom","591","o","125","test","bottom"
