"contextWord","correct","cueWord","location","response_time","stimulus","subject_nr","trialType","typicalLocation"
"clock","1","radio","bottom","500","o","126","test","bottom"
"tax","1","wealth","bottom","628","x","126","filler","filler"
"church","1","pew","bottom","429","o","126","test","bottom"
"floor","1","rug","top","448","x","126","test","bottom"
"winter","1","show","bottom","587","x","126","filler","filler"
"bird","1","talon","bottom","629","o","126","test","bottom"
"wood","1","stove","top","447","x","126","filler","filler"
"coal","1","country","bottom","482","o","126","filler","filler"
"dog","1","collar","top","514","x","126","test","top"
"elephant","1","ear","top","420","x","126","test","top"
"plastic","1","shortage","bottom","537","x","126","filler","filler"
"student","1","vote","top","444","x","126","filler","filler"
"flower","1","petal","bottom","702","o","126","test","top"
"tree","1","leaves","bottom","527","o","126","test","top"
"oil","1","moisturizer","bottom","493","x","126","filler","filler"
"job","1","competition","bottom","542","x","126","filler","filler"
"grain","1","law","top","493","o","126","filler","filler"
"grain","1","controversy","bottom","446","x","126","filler","filler"
"shoe","1","laces","bottom","576","o","126","test","top"
"street","0","light","bottom","366","o","126","test","top"
"cable","1","brake","top","582","x","126","filler","filler"
"water","1","bird","top","607","x","126","filler","filler"
"bear","1","claw","bottom","400","o","126","test","bottom"
"floor","1","lamp","bottom","803","o","126","test","top"
"water","1","algae","bottom","453","o","126","filler","filler"
